line_id,name,code,colour,operator,network,mode,frequency,opening_hours,frequency_exceptions
Line:relation:374814,ligne 36,36,#FFDF04,SEMTAO,SEMTAO,bus,,,
Line:relation:387064,Bus 86 : Champ de Mars ↔ Saint-Mandé — Demi-Lune - Parc Zoologique,86,#ED1B2A,RATP,RATP,bus,,,
Line:relation:399375,Raccordement d'interconnexion nord-sud (LGV),226 310,,SNCF Réseau,,railway,,,
Line:relation:405938,Bus 103: Klarenthal Jägerpfad <=> Altenwald Skatezentrum,103,#E30513,Saarbahn GmbH,saarVV,bus,,,
Line:relation:405939,Bus 104: Klarenthal Weidenstraße <=> Elversberg Friedhof,104,#E30513,Saarbahn GmbH,saarVV,bus,,,
Line:relation:416504,Bus 123: Habsterdick <=> Hauptbahnhof,123,#00A13A,Saarbahn GmbH,saarVV,bus,,,
Line:relation:416506,Bus 30: Hauptbahnhof Saarbrücken <=> Forbach Bahnhof,30,#5C2483,Saarbahn GmbH,saarVV,bus,,,
Line:relation:416507,Bus 126: Goldene Bremm <=> Brebach Bahnhof,126,#00A13A,Saarbahn GmbH,saarVV,bus,,,
Line:relation:418631,2. Hauts du Chazal <> Gare Viotte,T2,#006d78,Kéolis Besançon,Ginko,tram,00:07:30,Mo-We 04:50-23:45; Tu-Fr 04:50-01:15; Sa 04:50-01:15; Su 6:30-23:45,
Line:relation:422260,86. Saint-Jacques / Pugey,86,#66FF99,Keolis Besançon Mobilités,Ginko,bus,,,
Line:relation:533239,Ligne 9 : Montreynaud ST-ETIENNE <> Jean Moulin ST-ETIENNE,9,#FFB200,Veolia Transport,STAS,bus,,,
Line:relation:535805,Ligne 16 : Lycée S. Weil Saint-Priest-en-Jarez <> Métrotech Saint-Jean-B.,16,#0095DA,Veolia Transport,STAS,bus,,,
Line:relation:535806,Ligne S9 : Montreynaud - Soleil/Jean Moulin,S9,#FEB811,Veolia Transport,STAS,bus,,,
Line:relation:535990,Ligne forte T1 : Solaure - Hôpital Nord,T1,#E40716,Veolia Transport,STAS,tram,,,
Line:relation:541624,84. Saint-Jacques / Fontain,84,#FFCC00,Kéolis-Besançon,Ginko,bus,,,
Line:relation:545627,Ligne M7 : Bellevue ST-ETIENNE <> Michon ST-ETIENNE,M7,#80492B,Veolia Transport,STAS,bus,,,
Line:relation:557587,Bus 285 : Athis-Mons–Porte de l'Essonne ↔ Juvisy RER,285,#bb4a9c,RATP,RATP,bus,,,
Line:relation:566131,RB77 Nied-Bahn,RB77,#FF0023,DB Regio AG Mitte,saarVV,train,,,
Line:relation:568836,TER 02 : Besançon <=> Belfort,TER 02,red,SNCF,TER Franche-Comté,train,,,
Line:relation:611648,Bus 157 : Nanterre - Boulevard de la Seine ↔ Pont de Neuilly,157,#B34A9B,RATP,RATP,bus,,,
Line:relation:611689,Bus 378 : Nanterre–Ville RER ↔ Les Courtilles,378,#00824E,RATP,RATP,bus,,,
Line:relation:611690,Bus 367 : Rueil-Malmaison RER ↔ Pont de Bezons,367,#F59FB8,RATP,RATP,bus,,,
Line:relation:901462,Bus 160 : Pont de Saint-Cloud – Albert Kahn ↔ Nanterre–Préfecture RER,160,#008C5A,RATP,RATP,bus,,,
Line:relation:918476,Bus 131: Brebach Bahnhof <=> Bübinger Berg,131,#008BD2,Saarbahn GmbH,saarVV,bus,,,
Line:relation:919781,Ligne S3 : Cotonne - Terrenoire,S3,#0071BB,Veolia Transport,STAS,bus,,,
Line:relation:929530,Ligne M6 : Squ. Violette ST-ETIENNE <> IUT ST-ETIENNE,m6,#A9B037,Veolia Transport,STAS,bus,,,
Line:relation:937383,Bus 174 : La Défense ↔ Trézel ou Saint-Ouen RER,174,#00643C,RATP,RATP,bus,,,
Line:relation:937390,Bus 74 : Clichy-la-Garenne – Berges de Seine ↔ Châtelet,74,#CEC92A,RATP,RATP,bus,,,
Line:relation:949582,Bus 177 : Asnières-Gennevilliers - Gabriel Péri ↔ Villeneuve-La-Garenne - ZI Nord,177,#85E271,RATP,RATP,bus,,,
Line:relation:949583,Bus 137 : Porte de Clignancourt ↔ Villeneuve-la-Garenne ZI Nord,137,#F55323,RATP,RATP,bus,,,
Line:relation:949584,Bus 261 : Gare de Franconville ↔ Bongarde,261,#FF1300,RATP,RATP,bus,,,
Line:relation:949585,Bus 178 : La Défense ↔ Gennevilliers RER ↔ Vieux Chemin de Saint-Denis–Centre Commercial,178,#3445C6,RATP,RATP,bus,,,
Line:relation:952693,Bus 166 : Gennevilliers ZAC des Louvresses ↔ Porte de Clignancourt,166,#652B91,RATP,RATP,bus,,,
Line:relation:952830,Bus 85 : Saint-Ouen - Les Docks ↔ Châtelet,85,#7c562f,RATP,RATP,bus,,,
Line:relation:954976,Bus 139 : Quai de Seine ↔ Porte de la Villette,139,#F55323,RATP,RATP,bus,,,
Line:relation:962370,11: Cuges-les-Pins - Gare d'Aubagne,11,#e382be,Façonéo Mobilité,La Métropole Mobilité,bus,,,
Line:relation:965673,7: Gémenos - Gare d'Aubagne,7,#52d2f6,Façonéo Mobilité,La Métropole Mobilité,bus,,,
Line:relation:965679,1: Gare d'Aubagne - Plaine de Jouques,1,#ffea3d,Façonéo Mobilité,La Métropole Mobilité,bus,,,
Line:relation:968720,Bus 144 : Rueil Malmaison RER ↔ La Défense,144,#d282be,RATP,RATP,bus,,,
Line:relation:976272,4: La Penne-sur-Huveaune - Gare d'Aubagne,4,#67c46a,Façonéo Mobilité,La Métropole Mobilité,bus,,,
Line:relation:1003541,3: Pin Vert - Les Passons,3,#35b64b,Façonéo Mobilité,La Métropole Mobilité,bus,,,
Line:relation:1003583,2: Les Passons - Gare d'Aubagne,2,#ff9478,Façonéo Mobilité,La Métropole Mobilité,bus,,,
Line:relation:1003903,6: La Penne-sur-Huveaune - Eiffel,6,#008fd3,Façonéo Mobilité,La Métropole Mobilité,bus,,,
Line:relation:1050529,Mont-Blanc-Express,MBE,#e50051,TMR; SNCF,TER Rhône-Alpes; TMR; CFF,train,,,
Line:relation:1057488,Bus 38 : Porte de la Chapelle ↔ Porte d'Orléans,38,#006DB8,RATP,RATP,bus,,,
Line:relation:1057566,Bus 46 : Gare du Nord ↔ Château de Vincennes,46,#CEC92A,RATP,RATP,bus,,,
Line:relation:1057567,Bus 43 : Neuilly-sur-Seine — Bagatelle ↔ Gare du Nord,43,#EB1B26,RATP,RATP,bus,,,
Line:relation:1057570,Bus 42 : Gare Saint-Lazare ↔ Cours de l'Île Seguin,42,#FFCD01,RATP,RATP,bus,,,
Line:relation:1057573,Bus 47 : Châtelet ↔ Fort du Kremlin-Bicêtre,47,#F496AB,RATP,RATP,bus,,,
Line:relation:1057577,Bus 39 : Frères Voisin (Issy-les-Moulineaux) ↔ Gare du Nord,39,#BA499B,RATP,RATP,bus,,,
Line:relation:1066570,Bus 67 : Palais Royal - Musée du Louvre ↔ Stade Charléty-Porte de Gentilly,67,#F59EB3,RATP,RATP,bus,,,
Line:relation:1066571,Bus 75 : Panthéon ↔ Porte de Pantin,75,#FCCA06,RATP,RATP,bus,,,
Line:relation:1066572,Bus 20 : Louison Bobet ↔ Porte des Lilas,20,#F78F4B,RATP,RATP,bus,,,
Line:relation:1066573,Bus 56 : Porte de Clignancourt ↔ Château de Vincennes,56,#B44293,RATP,RATP,bus,,,
Line:relation:1066842,Bus 28 : Gare Saint-Lazare ↔ Gare Montparnasse,28,#F59EB3,RATP,RATP,bus,,,
Line:relation:1083419,Bus 93 : Suresnes — De Gaulle ↔ Invalides,93,#77C695,RATP,RATP,bus,,,
Line:relation:1083420,Bus 58 : Lycée Michelet - Vanves ↔ Châtelet,58,#008B5A,RATP,RATP,bus,,,
Line:relation:1083421,Bus 83 : Invalides ↔ Porte d'Ivry,83,#FFCD02,RATP,RATP,bus,,,
Line:relation:1083422,Bus 80 : Porte de Versailles ↔ Mairie du 18e - Jules Joffrin,80,#F59EB3,RATP,RATP,bus,,,
Line:relation:1083423,Bus 26 : Gare Saint-Lazare ↔ Nation - Trône,26,#F78F4B,RATP,RATP,bus,,,
Line:relation:1083424,Bus 32 : Porte d'Auteuil ↔ Gare de l'Est,32,#9B993A,RATP,RATP,bus,,,
Line:relation:1083425,Bus 24 : Panthéon ↔ Maisons-Alfort — École Vétérinaire de Maisons-Alfort,24,#BB4A9B,RATP,RATP,bus,,,
Line:relation:1083426,Bus 21 : Porte de Saint-Ouen ↔ Stade Charléty - Porte de Gentilly,21,#75C695,RATP,RATP,bus,,,
Line:relation:1083427,Bus 84 : Levallois-Perret - Alsace ↔ Panthéon,84,#C5A3CC,RATP,RATP,bus,,,
Line:relation:1083428,Bus 87 : Invalides ↔ Porte de Reuilly,87,#662C91,RATP,RATP,bus,,,
Line:relation:1083429,Bus 92 : Porte de Champerret ↔ Porte d'Orléans,92,#FFCD02,RATP,RATP,bus,,,
Line:relation:1083430,Bus 68 : Place de Clichy ↔ Châtillon-Montrouge,68,#FFCD02,RATP,RATP,bus,,,
Line:relation:1083431,Bus 82 : Neuilly-sur-Seine - Hôpital Américain ↔ Luxembourg,82,#F58643,RATP,RATP,bus,,,
Line:relation:1083432,Bus 48 : Gare du Nord ↔ Porte des Lilas,48,#006DB8,RATP,RATP,bus,,,
Line:relation:1083433,Bus 27 : Gare Saint-Lazare ↔ Porte d'Ivry,27,#F78F4B,RATP,RATP,bus,,,
Line:relation:1083434,Bus 89 : Gare de Vanves-Malakoff ↔ Porte de France,89,#88D3DF,RATP,RATP,bus,,,
Line:relation:1083435,Bus 52 : Parc de Saint-Cloud ↔ Opéra-Rue Halévy,52,#88D3DF,RATP,RATP,bus,,,
Line:relation:1083436,Bus 91 : Montparnasse 2 - Gare TGV ↔ Gare du Nord,91,#E0B03A,RATP,RATP,bus,,,
Line:relation:1084565,8: Saint-Zacharie - Gare d'Aubagne,8,#ff9027,Façonéo Mobilité,La Métropole Mobilité,bus,,,
Line:relation:1085313,5: Les Gisclans - Gare d'Aubagne,5,#00b2b0,Façonéo Mobilité,Lignes de l'Agglo,bus,,,
Line:relation:1085319,9: Saint-Zacharie - Gare d'Aubagne,9,#862996,Façonéo Mobilité,La Métropole Mobilité,bus,,,
Line:relation:1085979,Bus 94 : Gare Montparnasse ↔ Pont de Levallois - Bécon,94,#BB4A9B,RATP,RATP,bus,,,
Line:relation:1086444,Bus 73 : La Garenne-Colombes - Place de Belgique ↔ Musée d'Orsay,73,#8D6539,RATP,RATP,bus,,,
Line:relation:1086445,Bus 72 : Parc de Saint-Cloud ↔ Gare de Lyon,72,#EE1B29,RATP,RATP,bus,,,
Line:relation:1086590,Bus 70 : Suresnes – De Gaulle ↔ Porte de Passy ↔ Hôtel de Ville,70,#F78F4B,RATP,RATP,bus,,,
Line:relation:1102964,Bus 106 : Joinville le Pont ↔ Villiers sur Marne,106,#ED1B2A,RATP,RATP,bus,,,
Line:relation:1104709,Bus 138: Gare d'Ermont-Eaubonne RER ↔ Porte de Clichy,138,#BB4A9B,RATP,RATP,bus,,,
Line:relation:1180892,88 : Gare d'Oullins ⇔ Saint-Genis Gadagne,88,#965340,Keolis,TCL,bus,,,
Line:relation:1180911,15 : Bellecour ⇔ Irigny Hauts de Selettes,15,#965340,Keolis,TCL,bus,,,
Line:relation:1204991,Bus 167: Naßweiler <=> Geislautern,167,#2ba04c,Aloys Baron GmbH,saarVV,bus,,,
Line:relation:1240537,Bus 201 : Gare de Marolles-en-Hurepoix ↔ Collège Doisneau,201,,Transdev IDF,Val d'Essonne,bus,,,
Line:relation:1245875,Bus 88 : Porte d'Auteuil ↔ Montsouris - Tombe Issoire,88,#CEC92A,RATP,RATP,bus,,,
Line:relation:1246520,Bus 95 : Porte de Montmartre ↔ Porte de Vanves,95,#8D653A,RATP,RATP,bus,,,
Line:relation:1251039,Bus 76 : Châtelet ↔ Bagnolet — Louise Michel,76,#652D91,RATP,RATP,bus,,,
Line:relation:1254002,Bus 69 : Champ de Mars ↔ Gambetta - Japon,69,#87D3DF,RATP,RATP,bus,,,
Line:relation:1254003,Bus 66: Mairie de Saint-Ouen ↔ Opéra,66,#008B5A,RATP,RATP,bus,,,
Line:relation:1254461,Bus 22 : Gare Saint-Lazare ↔ Porte de Saint-Cloud,22,#008B5A,RATP,RATP,bus,,,
Line:relation:1255732,Bus 30 : Hôpital Européen Georges Pompidou ↔ Pigalle,30,#652C90,RATP,RATP,bus,,,
Line:relation:1255733,Bus 29 : Gare Saint-Lazare ↔ Porte de Montempoivre,29,#87D3DF,RATP,RATP,bus,,,
Line:relation:1255734,Bus 31 : Charles de Gaulle-Étoile ↔ Gare de l'Est,31,#FFCD02,RATP,RATP,bus,,,
Line:relation:1257122,Bus 60 : Porte de Montmartre ↔ Gambetta - Japon,60,#EE1B29,RATP,RATP,bus,,,
Line:relation:1257123,Bus 63 : Gare de Lyon ↔ Porte de la Muette,63,#CEC92A,RATP,RATP,bus,,,
Line:relation:1257124,Bus 64 : Denfert-Rochereau ↔ Porte des Lilas,64,#75c695,RATP,RATP,bus,,,
Line:relation:1257125,Bus 62 : Porte de Saint-Cloud ↔ Porte de France,62,#8D653A,RATP,RATP,bus,,,
Line:relation:1257186,Bus 54 : Asnières-sur-Seine — Gennevilliers — Gabriel Péri ↔ Porte d'Aubervilliers,54,#8EC3D1,RATP,RATP,bus,,,
Line:relation:1257187,Bus 57 : Arcueil-Laplace RER ↔ Porte de Bagnolet - Louis Ganne,57,#9C983A,RATP,RATP,bus,,,
Line:relation:1257210,Bus PC : Pont du Garigliano ↔ Porte d'Asnières-Marguerite Long,PC,#652C90,RATP,RATP,bus,,,
Line:relation:1259087,Bus 187 : Porte d'Orléans ↔ Charcot - Zola (Fresnes),187,#652B91,RATP,RATP,bus,,,
Line:relation:1259529,Bus 184 : Porte d'Italie ↔ Pasteur (Fresnes),184,#DCAC27,RATP,RATP,bus,,,
Line:relation:1299563,Bus 306 : Saint-Maur Créteil RER - Noisy le Grand RER,306,#286AB7,RATP,RATP,bus,,,
Line:relation:1302117,Bus 308 : Villiers sur Marne - Le Plessis Trévise RER ↔ Préfecture du Val-de-Marne (Créteil),308,#82DC73,RATP,RATP,bus,,,
Line:relation:1306437,Bus 210 : Château de Vincennes - Villiers sur Marne-Le Plessis Trévise RER,210,#ffcd02,RATP,RATP,bus,,,
Line:relation:1307393,Bus 110 : Joinville le Pont ↔ Villiers sur Marne,110,#652C90,RATP,RATP,bus,,,
Line:relation:1308545,Bus 206 : Noisy-le-Grand Mont-d'Est ↔ Emerainville—Pontault-Combault RER,206,#845D2E,RATP,RATP,bus,,,
Line:relation:1308546,Bus 207 : Noisy le Grand Mont d'Est ⟷ Hôpital de la Queue en Brie,207,#DCAC27,RATP,RATP,bus,,,
Line:relation:1321223,Bus 120 : Nogent-sur-Marne RER ↔ Noisy-le-Grand Mont d'Est RER,120,#C9A2CD,RATP,RATP,bus,,,
Line:relation:1340890,Bus DA : Gaillard-Fossard ↔ Prés des Plans,DA,#356955,TP2A,TAC,bus,,,
Line:relation:1398790,Bus 213 : Martigny <-> Trient <-> Châtelard,213,,Car Postal,TMR,bus,,,
Line:relation:1419197,Bus 20,20,#5b2c91,Régie des Transports Métropolitains,RTM,bus,,Mo-Su 07:00-19:00,
Line:relation:1464810,Bus 258 : Rueil-Malmaison – La Jonchère ↔ La Défense,258,#ED1C2A,RATP,RATP,bus,,,
Line:relation:1520530,Bus 281 : Joinville RER ↔ Créteil - Europarc,281,#DFAE39,RATP,RATP,bus,,,
Line:relation:1520618,Bus 112 : Château de Vincennes ↔ La Varenne RER,112,#F78F4B,RATP,RATP,bus,,,
Line:relation:1520619,Bus 111 : Terroirs de France ↔ Champigny–Saint-Maur RER,111,#B899CA,RATP,RATP,bus,,,
Line:relation:1534903,Noctilien N35: Gare de Lyon - Diderot ↔ Nogent–Le Perreux RER,N35,#FFCD02,RATP,Noctilien,bus,30,"Mo-Su,PH 00:30-05:30","20 @ (Fr,Sa,PH 00:30-05:30)"
Line:relation:1534904,Noctilien N32: Gare de Lyon ↔ Boissy-Saint-Léger RER,N32,#E0B03A,RATP,Noctilien,bus,30,"Mo-Su,PH 00:30-05:30","20 @ (Fr,Sa,PH 00:30-05:30)"
Line:relation:1535263,Noctilien N132: Gare de Lyon <=> Melun RER,N132,#00AB66,Transilien,Noctilien,bus,60,"Mo-Su,PH 00:30-05:30",
Line:relation:1535268,Noctilien N31 : Gare de Lyon ↔ Aéroport d'Orly-Terminal 4,N31,#F59EB3,RATP,Noctilien,bus,30,"Mo-Su,PH 00:30-05:30","20 @ (PH,Fr,Sa 00:30-05:30)"
Line:relation:1535269,Noctilien N134: Gare de Lyon <=> Combs-la-Ville RER,N134,#00AB66,Transilien,Noctilien,bus,60,"Mo-Su,PH 00:30-05:30",
Line:relation:1535270,Noctilien N130: Gare de Lyon ↔ Marne-la-Vallée–Chessy RER,N130,#ED1C29,Transilien,Noctilien,bus,60,"Mo-Su,PH 00:30-05:30",
Line:relation:1535460,Noctilien N11: Pont de Neuilly ↔ Château de Vincennes,N11,#F78F4B,RATP,Noctilien,bus,30,"Mo-Su,PH 00:30-05:30","10 @ (Fr,Sa,PH 00:30-05:30)"
Line:relation:1535461,Noctilien N16: Mairie de Montreuil ↔ Pont de Levallois,N16,#CEC92A,RATP,Noctilien,bus,30,"Mo-Su,PH 00:30-05:30","10 @ (PH,Fr,Sa 00:30-05:30)"
Line:relation:1537048,Noctilien N15: Asnières – Gennevilliers ↔ Villejuif – Louis Aragon,N15,#FFCD02,RATP,Noctilien,bus,30,"Mo-Su,PH 00:30-05:30","10 @ (Fr,Sa,PH 00:30-05:30)"
Line:relation:1540147,Bus 107 : Ecole Vétérinaire de Maisons-Alfort - Saint-Maur,107,#F59EB3,RATP,RATP,bus,,,
Line:relation:1547965,Noctilien N23: Châtelet ↔ Chelles–Gournay RER,N23,#E0B03A,RATP,Noctilien,bus,30,"Mo-Su,PH 00:30-05:30","20 @ (Fr,Sa,PH 00:30-05:30)"
Line:relation:1547966,Noctilien N13: Mairie d’Issy ↔ Bobigny – Pablo Picasso,N13,#F59EB3,RATP,Noctilien,bus,30,"Mo-Su,PH 00:30-05:30","10 @ (Fr,Sa,PH 00:30-05:30)"
Line:relation:1547967,Noctilien N14: Mairie de Saint-Ouen ↔ La Croix de Berny RER,N14,#6DC08C,RATP,Noctilien,bus,30,"Mo-Su,PH 00:30-05:30","10 @ (Fr,Sa,PH 00:30-05:30)"
Line:relation:1547969,Noctilien N12 : Pont de Sèvres ↔ Romainville–Carnot,N12,#E0B03A,RATP,Noctilien,bus,30,"PH,Mo-Su 00:30-05:30","10 @ (PH,Fr,Sa 00:30-05:30)"
Line:relation:1549912,Noctilien N34: Gare de Lyon ↔ Torcy RER,N34,#D2D200,RATP,Noctilien,bus,30,"Mo-Su,PH 00:30-05:30","20 @ (PH,Fr,Sa 00:30-05:30)"
Line:relation:1549913,Bus 127: Montreuil - Croix de Chavaux ↔ Neuilly-sur-Marne - Place de la Résistance,127,#F68F4B,RATP,RATP,bus,,,
Line:relation:1553162,Bus 173: Porte de Clichy ↔ La Courneuve–8 mai 1945,173,#006DB8,RATP,RATP,bus,,,
Line:relation:1553375,Bus 341: Charles de Gaulle - Étoile ↔ Porte de Clignancourt – Croisset,341,#FFCD01,RATP,RATP,bus,,,
Line:relation:1553501,Noctilien N51: Gare d’Enghien ↔ Gare Saint-Lazare,N51,#FFCD02,RATP,Noctilien,bus,30,"Mo-Su,PH 00:30-05:30","20 @ (Fr,Sa,PH 00:30-05:30)"
Line:relation:1555878,Bus 325 : Quai de la Gare ↔ Château de Vincennes,325,#87D3DF,RATP,RATP,bus,,,
Line:relation:1555879,Bus 118: Château de Vincennes ↔ Van Derheyden (Rosny-sous-Bois),118,#E0B03B,RATP,RATP,bus,,,
Line:relation:1555880,Bus 124: Château de Vincennes ↔ Val de Fontenay RER,124,#F59FB3,RATP,RATP,bus,,,
Line:relation:1555939,Bus 318: Château de Vincennes ↔ Raymond Queneau (Pantin),318,#006CB8,RATP,RATP,bus,,,
Line:relation:1555940,Bus 114 : Château de Vincennes ↔ Le Raincy – Villemomble – Montfermeil RER ↔ Villemomble - Les Coquetiers,114,#77C695,RATP,RATP,bus,,,
Line:relation:1555941,Noctilien N33: Gare de Lyon ↔ Villiers-sur-Marne—Le Plessis-Trévise RER,N33,#F78F4B,RATP,Noctilien,bus,30,"Mo-Su,PH 00:30-05:30","20 @ (Fr,Sa,PH 00:30-05:30)"
Line:relation:1557078,Bus L8: Marengo - SNCF ⇆ Gonin,L8,#FF671B,Tisséo,fr_tisseo,bus,,,
Line:relation:1557080,Bus 49: Basso Cambo ⇆ Portet Gare SNCF,49,#004687,Tisséo,fr_tisseo,bus,,,
Line:relation:1557081,Bus 114: Borderouge ⇆ Borderouge,114,#94D24D,Tisséo,fr_tisseo,bus,,,
Line:relation:1557082,Bus 39: Jeanne d'Arc ⇆ Amouroux,39,#007C52,Tisséo,fr_tisseo,bus,,,
Line:relation:1557084,Bus 13: Saint-Cyprien - République ⇆ Oncopole,13,#3F2682,Tisséo,fr_tisseo,bus,,,
Line:relation:1557085,Bus 76: Argoulets ⇆ Lapeyrouse,76,#A0670F,Tisséo,fr_tisseo,bus,,,
Line:relation:1557086,Bus 33: Argoulets ⇆ Bruguières Mairie,33,#0098D4,Tisséo,fr_tisseo,bus,,,
Line:relation:1557087,Bus 47: Basso Cambo ⇆ Portet Gare SNCF,47,#DB001B,Tisséo,fr_tisseo,bus,,,
Line:relation:1557088,Bus 88: Ramonville ⇆ CHR Rangueil ⇆ Hôpital Larrey,88,#BB9DC6,Tisséo,fr_tisseo,bus,,,
Line:relation:1557090,Bus 72: Balma - Gramont ⇆ Balma Lasbordes,72,#004687,Tisséo,fr_tisseo,bus,,,
Line:relation:1557091,Bus 55: Colomiers Gare SNCF ⇆ Plaisance Monestié,55,#DB001B,Tisséo,fr_tisseo,bus,,,
Line:relation:1557092,Bus 23: Jeanne d'Arc ⇆ Rangueil,23,#A0670F,Tisséo,fr_tisseo,bus,,,
Line:relation:1557093,Bus 45: Jeanne d'Arc ⇆ Pelletier Purpan,45,#58AC25,Tisséo,fr_tisseo,bus,,,
Line:relation:1557094,Bus 81: Université Paul Sabatier ⇆ Castanet-Tolosan,81,#DC006B,Tisséo,fr_tisseo,bus,,,
Line:relation:1557096,Bus L5: Empalot ⇆ Portet Gare SNCF,L5,#FF671B,Tisséo,fr_tisseo,bus,,,
Line:relation:1557098,Bus 18: Basso Cambo ⇆ Cité Scolaire Rive Gauche,18,#E46809,Tisséo,fr_tisseo,bus,,,
Line:relation:1557099,Bus 31: Grand Rond ⇆ Compans-Caffarelli,31,#572F08,Tisséo,fr_tisseo,bus,,,
Line:relation:1557103,Bus 204: Labège Innopole Gare SNCF Ayguesvives Collège,204,#DB001B,Tisséo,fr_tisseo,bus,,,
Line:relation:1557104,Bus 46: Mirail - Université ⇆ Pelletier Purpan,46,#DC006B,Tisséo,fr_tisseo,bus,,,
Line:relation:1557105,Bus 83: Balma - Gramont ⇆ Saint-Orens Lycée,83,#DC006B,Tisséo,fr_tisseo,bus,,,
Line:relation:1557106,Bus 71: Andromède - Lycée ⇆ Aussonne Agassines,71,#58AC25,Tisséo,fr_tisseo,bus,,,
Line:relation:1557108,Bus 54: Empalot ⇆ Gleyze-Vieille,54,#E46809,Tisséo,fr_tisseo,bus,,,
Line:relation:1557110,Bus 80: Rangueil ⇆ Belberaud La Balme,80,#3F2682,Tisséo,fr_tisseo,bus,,,
Line:relation:1557111,Bus 69: La Vache/Bruguières/Gratentour Gravette,69,#B291FF,Tisséo,fr_tisseo,bus,,,
Line:relation:1557112,Bus 51: Balma - Gramont ⇆ La Terrasse,51,#E46809,Alcis Groupe,fr_tisseo,bus,,,
Line:relation:1557113,Bus 79: Ramonville ⇆ Saint-Orens Lycée / Labège Couder,79,#0098D4,Tisséo,fr_tisseo,bus,,,
Line:relation:1557114,Bus 32: Colomiers Ramassiers Gare SNCF ⇆ Brax le Château,32,#A0670F,Tisséo,fr_tisseo,bus,,,
Line:relation:1557115,Bus L3: Arènes ⇆ Plaisance Monestié,L3,#FF671B,Tisséo,fr_tisseo,bus,,,
Line:relation:1557116,Bus 60: La Vache ⇆ Castelginest Buffebiau,60,#3F2682,Tisséo,fr_tisseo,bus,,,
Line:relation:1557117,Bus 30: Aéroport ⇆ Fenouillet Centre Commercial,30,#0098D4,Tisséo,fr_tisseo,bus,,,
Line:relation:1557119,Bus 17: Andromède - Lycée ⇆ Mondonville Foyer Rural,17,#E46809,Tisséo,fr_tisseo,bus,,,
Line:relation:1557120,Bus 44: Cours Dillon ⇆ Université Paul Sabatier,44,#0098D4,Tisséo,fr_tisseo,bus,,,
